epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,9,,0.5625,42.37723922729492,,
0,19,,0.71875,21.106307983398438,,
0,29,,0.59375,14.090726852416992,,
0,39,,0.34375,17.255401611328125,,
0,49,,0.59375,12.437116622924805,,
0,59,,0.75,11.853848457336426,,
0,69,,0.4375,10.92793083190918,,
0,79,,0.84375,8.144919395446777,,
0,89,,0.59375,9.533864974975586,,
0,99,,0.5625,11.702062606811523,,
0,109,,0.65625,7.669197082519531,,
0,119,,0.65625,13.52415657043457,,
0,129,,0.59375,23.545000076293945,,
0,139,,0.59375,37.82991027832031,,
0,149,,0.59375,13.19384765625,,
0,159,,0.8125,11.650070190429688,,
0,169,,0.53125,9.668429374694824,,
0,179,,0.375,26.2609806060791,,
0,189,,0.75,13.220258712768555,,
0,199,,0.75,3.2252893447875977,,
0,209,,0.6875,6.552380084991455,,
0,219,,0.625,2.92268967628479,,
0,229,,0.59375,2.6433892250061035,,
0,239,,0.46875,11.44156551361084,,
0,249,,0.3125,13.75500202178955,,
0,259,,0.59375,6.650126934051514,,
0,269,,0.71875,10.752159118652344,,
0,279,,0.75,5.271758079528809,,
0,289,,0.59375,23.912460327148438,,
0,299,,0.9375,0.5825625061988831,,
0,309,,0.65625,24.068485260009766,,
0,319,,0.625,52.5724983215332,,
0,327,,,,0.33405405282974243,22.694133758544922
1,329,,0.5625,9.287647247314453,,
1,339,,0.59375,18.421531677246094,,
1,349,,0.75,16.552600860595703,,
1,359,,0.625,4.891518592834473,,
1,369,,0.46875,5.578144550323486,,
1,379,,0.625,11.452287673950195,,
1,389,,0.78125,5.585722923278809,,
1,399,,0.78125,2.342158079147339,,
1,409,,0.625,17.199371337890625,,
1,419,,0.53125,10.53388786315918,,
1,429,,0.78125,11.142451286315918,,
1,439,,0.34375,12.134745597839355,,
1,449,,0.5625,10.612520217895508,,
1,459,,0.59375,39.324798583984375,,
1,469,,0.71875,9.487133979797363,,
1,479,,0.78125,10.64997386932373,,
1,489,,0.625,14.636346817016602,,
1,499,,0.4375,35.55888366699219,,
1,509,,0.3125,35.369361877441406,,
1,519,,0.5,14.883464813232422,,
1,529,,0.75,31.225543975830078,,
1,539,,0.5625,30.888975143432617,,
1,549,,0.65625,9.127154350280762,,
1,559,,0.78125,17.989805221557617,,
1,569,,0.71875,5.546584606170654,,
1,579,,0.65625,14.85997200012207,,
1,589,,0.5625,18.200254440307617,,
1,599,,0.5,23.154781341552734,,
1,609,,0.6875,18.208173751831055,,
1,619,,0.46875,10.504172325134277,,
1,629,,0.4375,13.751216888427734,,
1,639,,0.71875,7.04515266418457,,
1,649,,0.59375,9.081974983215332,,
1,655,,,,0.7789189219474792,4.546627998352051
2,659,,0.8125,6.05194616317749,,
2,669,,0.625,5.705239772796631,,
2,679,,0.75,18.275165557861328,,
2,689,,0.5625,35.07535171508789,,
2,699,,0.6875,14.983606338500977,,
2,709,,0.8125,1.6669707298278809,,
2,719,,0.65625,37.29152297973633,,
2,729,,0.5625,41.74275207519531,,
2,739,,0.46875,22.960010528564453,,
2,749,,0.6875,16.05022621154785,,
2,759,,0.53125,10.331574440002441,,
2,769,,0.8125,2.936633348464966,,
2,779,,0.375,13.959478378295898,,
2,789,,0.6875,13.036579132080078,,
2,799,,0.65625,10.4555025100708,,
2,809,,0.5625,9.43476676940918,,
2,819,,0.78125,3.5208418369293213,,
2,829,,0.71875,23.75411605834961,,
2,839,,0.75,10.768940925598145,,
2,849,,0.46875,13.389545440673828,,
2,859,,0.71875,21.121070861816406,,
2,869,,0.78125,8.796890258789062,,
2,879,,0.71875,2.8327465057373047,,
2,889,,0.84375,10.304908752441406,,
2,899,,0.5625,4.866596221923828,,
2,909,,0.5625,6.638795852661133,,
2,919,,0.65625,9.989867210388184,,
2,929,,0.71875,6.426357269287109,,
2,939,,0.84375,3.962879180908203,,
2,949,,0.65625,24.258987426757812,,
2,959,,0.5,17.294130325317383,,
2,969,,0.4375,30.964874267578125,,
2,979,,0.65625,20.76742935180664,,
2,983,,,,0.318918913602829,49.65089416503906
3,989,,0.625,28.73288917541504,,
3,999,,0.28125,30.065900802612305,,
3,1009,,0.71875,17.693147659301758,,
3,1019,,0.46875,12.713018417358398,,
3,1029,,0.25,17.79531478881836,,
