epoch,step,train_acc,train_loss,val_acc,val_loss
4,1429,0.4375,1.0986120700836182,,
4,1439,0.5,1.0986120700836182,,
4,1449,0.71875,1.0986120700836182,,
4,1459,0.71875,1.0986120700836182,,
4,1469,0.625,1.0986120700836182,,
4,1479,0.5625,1.0986120700836182,,
4,1489,0.625,1.0986120700836182,,
4,1499,0.625,1.0986120700836182,,
4,1509,0.625,1.0986120700836182,,
4,1519,0.6875,1.0986120700836182,,
4,1529,0.65625,1.0986120700836182,,
4,1539,0.65625,1.0986120700836182,,
4,1549,0.625,1.0986120700836182,,
4,1559,0.5,1.0986120700836182,,
4,1569,0.5,1.0986120700836182,,
4,1579,0.75,1.0986120700836182,,
4,1589,0.59375,1.0986120700836182,,
4,1599,0.46875,1.0986120700836182,,
4,1609,0.8125,1.0986120700836182,,
4,1619,0.5,1.0986120700836182,,
4,1629,0.625,1.0986120700836182,,
4,1639,0.5333333611488342,1.0986120700836182,,
4,1639,,,0.5897297263145447,1.0986127853393555
5,1649,0.71875,1.0986120700836182,,
5,1659,0.8125,1.0986120700836182,,
5,1669,0.5,1.0986120700836182,,
5,1679,0.5625,1.0986120700836182,,
5,1689,0.625,1.0986120700836182,,
5,1699,0.625,1.0986120700836182,,
5,1709,0.65625,1.0986120700836182,,
5,1719,0.625,1.0986120700836182,,
5,1729,0.46875,1.0986120700836182,,
5,1739,0.625,1.0986120700836182,,
5,1749,0.59375,1.0986120700836182,,
5,1759,0.78125,1.0986120700836182,,
5,1769,0.625,1.0986120700836182,,
5,1779,0.84375,1.0986120700836182,,
5,1789,0.46875,1.0986120700836182,,
5,1799,0.5,1.0986120700836182,,
5,1809,0.78125,1.0986120700836182,,
5,1819,0.65625,1.0986120700836182,,
5,1829,0.78125,1.0986120700836182,,
5,1839,0.625,1.0986120700836182,,
5,1849,0.65625,1.0986120700836182,,
5,1859,0.5,1.0986120700836182,,
5,1869,0.65625,1.0986120700836182,,
5,1879,0.59375,1.0986120700836182,,
5,1889,0.75,1.0986120700836182,,
5,1899,0.46875,1.0986120700836182,,
5,1909,0.59375,1.0986120700836182,,
5,1919,0.625,1.0986120700836182,,
5,1929,0.65625,1.0986120700836182,,
5,1939,0.625,1.0986120700836182,,
5,1949,0.625,1.0986120700836182,,
5,1959,0.53125,1.0986120700836182,,
5,1967,,,0.5897297263145447,1.0986127853393555
6,1969,0.625,1.0986120700836182,,
6,1979,0.59375,1.0986120700836182,,
6,1989,0.4375,1.0986120700836182,,
6,1999,0.5,1.0986120700836182,,
6,2009,0.625,1.0986120700836182,,
6,2019,0.53125,1.0986120700836182,,
6,2029,0.59375,1.0986120700836182,,
6,2039,0.46875,1.0986120700836182,,
6,2049,0.375,1.0986120700836182,,
6,2059,0.59375,1.0986120700836182,,
6,2069,0.53125,1.0986120700836182,,
6,2079,0.46875,1.0986120700836182,,
6,2089,0.59375,1.0986120700836182,,
6,2099,0.65625,1.0986120700836182,,
6,2109,0.46875,1.0986120700836182,,
6,2119,0.65625,1.0986120700836182,,
6,2129,0.59375,1.0986120700836182,,
6,2139,0.5,1.0986120700836182,,
6,2149,0.59375,1.0986120700836182,,
6,2159,0.65625,1.0986120700836182,,
6,2169,0.5625,1.0986120700836182,,
6,2179,0.5625,1.0986120700836182,,
6,2189,0.5,1.0986120700836182,,
6,2199,0.59375,1.0986120700836182,,
6,2209,0.5,1.0986120700836182,,
6,2219,0.6875,1.0986120700836182,,
6,2229,0.625,1.0986120700836182,,
6,2239,0.78125,1.0986120700836182,,
6,2249,0.65625,1.0986120700836182,,
6,2259,0.71875,1.0986120700836182,,
6,2269,0.625,1.0986120700836182,,
6,2279,0.71875,1.0986120700836182,,
6,2289,0.65625,1.0986120700836182,,
6,2295,,,0.5897297263145447,1.0986127853393555
7,2299,0.65625,1.0986120700836182,,
7,2309,0.6875,1.0986120700836182,,
7,2319,0.59375,1.0986120700836182,,
7,2329,0.6875,1.0986120700836182,,
7,2339,0.625,1.0986120700836182,,
7,2349,0.875,1.0986120700836182,,
7,2359,0.59375,1.0986120700836182,,
7,2369,0.625,1.0986120700836182,,
7,2379,0.625,1.0986120700836182,,
7,2389,0.4375,1.0986120700836182,,
7,2399,0.65625,1.0986120700836182,,
7,2409,0.5625,1.0986120700836182,,
7,2419,0.71875,1.0986120700836182,,
7,2429,0.59375,1.0986120700836182,,
7,2439,0.53125,1.0986120700836182,,
7,2449,0.65625,1.0986120700836182,,
7,2459,0.59375,1.0986120700836182,,
7,2469,0.53125,1.0986120700836182,,
7,2479,0.59375,1.0986120700836182,,
7,2489,0.40625,1.0986120700836182,,
7,2499,0.65625,1.0986120700836182,,
7,2509,0.5625,1.0986120700836182,,
7,2519,0.5,1.0986120700836182,,
7,2529,0.625,1.0986120700836182,,
7,2539,0.46875,1.0986120700836182,,
7,2549,0.625,1.0986120700836182,,
7,2559,0.65625,1.0986120700836182,,
7,2569,0.40625,1.0986120700836182,,
7,2579,0.6875,1.0986120700836182,,
7,2589,0.5625,1.0986120700836182,,
7,2599,0.71875,1.0986120700836182,,
7,2609,0.5625,1.0986120700836182,,
7,2619,0.53125,1.0986120700836182,,
7,2623,,,0.5897297263145447,1.0986127853393555
8,2629,0.71875,1.0986120700836182,,
8,2639,0.65625,1.0986120700836182,,
8,2649,0.65625,1.0986120700836182,,
8,2659,0.625,1.0986120700836182,,
8,2669,0.625,1.0986120700836182,,
8,2679,0.65625,1.0986120700836182,,
8,2689,0.59375,1.0986120700836182,,
8,2699,0.28125,1.0986120700836182,,
8,2709,0.625,1.0986120700836182,,
8,2719,0.5625,1.0986120700836182,,
8,2729,0.53125,1.0986120700836182,,
8,2739,0.46875,1.0986120700836182,,
8,2749,0.5,1.0986120700836182,,
8,2759,0.59375,1.0986120700836182,,
8,2769,0.6875,1.0986120700836182,,
8,2779,0.71875,1.0986120700836182,,
8,2789,0.65625,1.0986120700836182,,
8,2799,0.75,1.0986120700836182,,
8,2809,0.6875,1.0986120700836182,,
8,2819,0.46875,1.0986120700836182,,
8,2829,0.40625,1.0986120700836182,,
8,2839,0.46875,1.0986120700836182,,
8,2849,0.6875,1.0986120700836182,,
8,2859,0.5625,1.0986120700836182,,
8,2869,0.59375,1.0986120700836182,,
8,2879,0.5625,1.0986120700836182,,
8,2889,0.46875,1.0986120700836182,,
8,2899,0.59375,1.0986120700836182,,
8,2909,0.5,1.0986120700836182,,
8,2919,0.53125,1.0986120700836182,,
8,2929,0.59375,1.0986120700836182,,
8,2939,0.5,1.0986120700836182,,
8,2949,0.71875,1.0986120700836182,,
8,2951,,,0.5897297263145447,1.0986127853393555
9,2959,0.5625,1.0986120700836182,,
9,2969,0.75,1.0986120700836182,,
9,2979,0.4375,1.0986120700836182,,
9,2989,0.6875,1.0986120700836182,,
9,2999,0.6875,1.0986120700836182,,
9,3009,0.59375,1.0986120700836182,,
9,3019,0.71875,1.0986120700836182,,
9,3029,0.71875,1.0986120700836182,,
9,3039,0.5625,1.0986120700836182,,
9,3049,0.59375,1.0986120700836182,,
9,3059,0.59375,1.0986120700836182,,
9,3069,0.40625,1.0986120700836182,,
9,3079,0.6875,1.0986120700836182,,
9,3089,0.59375,1.0986120700836182,,
9,3099,0.65625,1.0986120700836182,,
9,3109,0.71875,1.0986120700836182,,
9,3119,0.53125,1.0986120700836182,,
9,3129,0.53125,1.0986120700836182,,
9,3139,0.65625,1.0986120700836182,,
9,3149,0.53125,1.0986120700836182,,
9,3159,0.53125,1.0986120700836182,,
9,3169,0.59375,1.0986120700836182,,
9,3179,0.65625,1.0986120700836182,,
9,3189,0.71875,1.0986120700836182,,
9,3199,0.59375,1.0986120700836182,,
9,3209,0.53125,1.0986120700836182,,
9,3219,0.625,1.0986120700836182,,
9,3229,0.59375,1.0986120700836182,,
9,3239,0.71875,1.0986120700836182,,
9,3249,0.5625,1.0986120700836182,,
9,3259,0.625,1.0986120700836182,,
9,3269,0.53125,1.0986120700836182,,
9,3279,0.6666666865348816,1.0986120700836182,,
9,3279,,,0.5897297263145447,1.0986127853393555
10,3289,0.59375,1.0986120700836182,,
10,3299,0.625,1.0986120700836182,,
10,3309,0.65625,1.0986120700836182,,
10,3319,0.65625,1.0986120700836182,,
10,3329,0.59375,1.0986120700836182,,
10,3339,0.5625,1.0986120700836182,,
10,3349,0.5625,1.0986120700836182,,
10,3359,0.59375,1.0986120700836182,,
10,3369,0.5,1.0986120700836182,,
10,3379,0.625,1.0986120700836182,,
10,3389,0.65625,1.0986120700836182,,
10,3399,0.6875,1.0986120700836182,,
10,3409,0.65625,1.0986120700836182,,
10,3419,0.71875,1.0986120700836182,,
10,3429,0.5625,1.0986120700836182,,
10,3439,0.75,1.0986120700836182,,
10,3449,0.71875,1.0986120700836182,,
10,3459,0.65625,1.0986120700836182,,
10,3469,0.53125,1.0986120700836182,,
10,3479,0.625,1.0986120700836182,,
10,3489,0.5625,1.0986120700836182,,
10,3499,0.6875,1.0986120700836182,,
10,3509,0.59375,1.0986120700836182,,
10,3519,0.59375,1.0986120700836182,,
10,3529,0.5625,1.0986120700836182,,
10,3539,0.40625,1.0986120700836182,,
10,3549,0.65625,1.0986120700836182,,
10,3559,0.65625,1.0986120700836182,,
10,3569,0.625,1.0986120700836182,,
10,3579,0.75,1.0986120700836182,,
10,3589,0.75,1.0986120700836182,,
10,3599,0.6875,1.0986120700836182,,
10,3607,,,0.5897297263145447,1.0986127853393555
11,3609,0.53125,1.0986120700836182,,
11,3619,0.59375,1.0986120700836182,,
11,3629,0.65625,1.0986120700836182,,
11,3639,0.5625,1.0986120700836182,,
11,3649,0.65625,1.0986120700836182,,
11,3659,0.75,1.0986120700836182,,
11,3669,0.59375,1.0986120700836182,,
11,3679,0.59375,1.0986120700836182,,
11,3689,0.625,1.0986120700836182,,
11,3699,0.71875,1.0986120700836182,,
11,3709,0.46875,1.0986120700836182,,
11,3719,0.59375,1.0986120700836182,,
11,3729,0.65625,1.0986120700836182,,
11,3739,0.71875,1.0986120700836182,,
11,3749,0.59375,1.0986120700836182,,
11,3759,0.5625,1.0986120700836182,,
11,3769,0.40625,1.0986120700836182,,
11,3779,0.5,1.0986120700836182,,
11,3789,0.53125,1.0986120700836182,,
11,3799,0.46875,1.0986120700836182,,
11,3809,0.65625,1.0986120700836182,,
11,3819,0.625,1.0986120700836182,,
11,3829,0.5625,1.0986120700836182,,
11,3839,0.625,1.0986120700836182,,
11,3849,0.6875,1.0986120700836182,,
11,3859,0.625,1.0986120700836182,,
11,3869,0.53125,1.0986120700836182,,
11,3879,0.53125,1.0986120700836182,,
11,3889,0.6875,1.0986120700836182,,
11,3899,0.5,1.0986120700836182,,
11,3909,0.6875,1.0986120700836182,,
11,3919,0.625,1.0986120700836182,,
11,3929,0.625,1.0986120700836182,,
11,3935,,,0.5897297263145447,1.0986127853393555
12,3939,0.53125,1.0986120700836182,,
12,3949,0.625,1.0986120700836182,,
12,3959,0.59375,1.0986120700836182,,
12,3969,0.625,1.0986120700836182,,
12,3979,0.625,1.0986120700836182,,
12,3989,0.5625,1.0986120700836182,,
12,3999,0.78125,1.0986120700836182,,
12,4009,0.65625,1.0986120700836182,,
12,4019,0.53125,1.0986120700836182,,
12,4029,0.59375,1.0986120700836182,,
12,4039,0.625,1.0986120700836182,,
12,4049,0.65625,1.0986120700836182,,
12,4059,0.625,1.0986120700836182,,
12,4069,0.5625,1.0986120700836182,,
12,4079,0.65625,1.0986120700836182,,
12,4089,0.34375,1.0986120700836182,,
12,4099,0.75,1.0986120700836182,,
12,4109,0.5625,1.0986120700836182,,
12,4119,0.65625,1.0986120700836182,,
12,4129,0.625,1.0986120700836182,,
12,4139,0.40625,1.0986120700836182,,
12,4149,0.6875,1.0986120700836182,,
12,4159,0.625,1.0986120700836182,,
12,4169,0.5625,1.0986120700836182,,
12,4179,0.625,1.0986120700836182,,
12,4189,0.6875,1.0986120700836182,,
12,4199,0.5625,1.0986120700836182,,
12,4209,0.5,1.0986120700836182,,
12,4219,0.625,1.0986120700836182,,
12,4229,0.65625,1.0986120700836182,,
