epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,9,,0.1875,1.3639448881149292,,
0,19,,0.03125,1.5201948881149292,,
0,29,,0.0625,1.4889448881149292,,
0,39,,0.125,1.4264448881149292,,
0,49,,0.125,1.4264448881149292,,
0,59,,0.125,1.4264448881149292,,
0,69,,0.15625,1.3951948881149292,,
0,79,,0.15625,1.3951948881149292,,
0,89,,0.09375,1.4576948881149292,,
0,99,,0.09375,1.4576948881149292,,
0,109,,0.15625,1.3951948881149292,,
0,119,,0.125,1.4264448881149292,,
0,129,,0.09375,1.4576948881149292,,
0,139,,0.125,1.4264448881149292,,
0,149,,0.0625,1.4889448881149292,,
0,159,,0.0625,1.4889448881149292,,
0,169,,0.09375,1.4576948881149292,,
0,179,,0.0625,1.4889448881149292,,
0,189,,0.09375,1.4576948881149292,,
0,199,,0.03125,1.5201948881149292,,
0,209,,0.09375,1.4576948881149292,,
0,219,,0.1875,1.3639448881149292,,
0,229,,0.125,1.4264448881149292,,
0,239,,0.09375,1.4576948881149292,,
0,249,,0.0625,1.4889448881149292,,
0,259,,0.09375,1.4576948881149292,,
0,269,,0.15625,1.3951948881149292,,
0,279,,0.125,1.4264448881149292,,
0,289,,0.125,1.4264448881149292,,
0,299,,0.125,1.4264448881149292,,
0,309,,0.28125,1.2701948881149292,,
0,319,,0.0625,1.4889448881149292,,
0,327,,,,0.1275675743818283,1.4238773584365845
1,329,,0.09375,1.4576948881149292,,
1,339,,0.03125,1.5201948881149292,,
1,349,,0.125,1.4264448881149292,,
1,359,,0.125,1.4264448881149292,,
1,369,,0.0625,1.4889448881149292,,
1,379,,0.09375,1.4576948881149292,,
1,389,,0.125,1.4264448881149292,,
1,399,,0.1875,1.3639448881149292,,
1,409,,0.15625,1.3951948881149292,,
1,419,,0.09375,1.4576948881149292,,
1,429,,0.15625,1.3951948881149292,,
1,439,,0.125,1.4264448881149292,,
1,449,,0.125,1.4264448881149292,,
1,459,,0.0625,1.4889448881149292,,
1,469,,0.09375,1.4576948881149292,,
1,479,,0.0625,1.4889448881149292,,
1,489,,0.15625,1.3951948881149292,,
1,499,,0.15625,1.3951948881149292,,
1,509,,0.03125,1.5201948881149292,,
1,519,,0.03125,1.5201948881149292,,
1,529,,0.03125,1.5201948881149292,,
1,539,,0.03125,1.5201948881149292,,
1,549,,0.09375,1.4576948881149292,,
1,559,,0.09375,1.4576948881149292,,
1,569,,0.0625,1.4889448881149292,,
1,579,,0.1875,1.3639448881149292,,
1,589,,0.15625,1.3951948881149292,,
1,599,,0.03125,1.5201948881149292,,
1,609,,0.09375,1.4576948881149292,,
1,619,,0.15625,1.3951948881149292,,
1,629,,0.125,1.4264448881149292,,
1,639,,0.125,1.4264448881149292,,
1,649,,0.15625,1.3951948881149292,,
1,655,,,,0.1275675743818283,1.4238773584365845
2,659,,0.15625,1.3951948881149292,,
2,669,,0.1875,1.3639448881149292,,
2,679,,0.15625,1.3951948881149292,,
2,689,,0.125,1.4264448881149292,,
2,699,,0.28125,1.2701948881149292,,
2,709,,0.03125,1.5201948881149292,,
2,719,,0.09375,1.4576948881149292,,
2,729,,0.15625,1.3951948881149292,,
2,739,,0.03125,1.5201948881149292,,
2,749,,0.09375,1.4576948881149292,,
2,759,,0.0625,1.4889448881149292,,
2,769,,0.0625,1.4889448881149292,,
2,779,,0.09375,1.4576948881149292,,
2,789,,0.21875,1.3326948881149292,,
2,799,,0.09375,1.4576948881149292,,
2,809,,0.125,1.4264448881149292,,
2,819,,0.125,1.4264448881149292,,
2,829,,0.15625,1.3951948881149292,,
2,839,,0.0625,1.4889448881149292,,
2,849,,0.09375,1.4576948881149292,,
2,859,,0.0625,1.4889448881149292,,
2,869,,0.09375,1.4576948881149292,,
2,879,,0.125,1.4264448881149292,,
2,889,,0.09375,1.4576948881149292,,
2,899,,0.09375,1.4576948881149292,,
2,909,,0.1875,1.3639448881149292,,
2,919,,0.125,1.4264448881149292,,
2,929,,0.09375,1.4576948881149292,,
2,939,,0.09375,1.4576948881149292,,
2,949,,0.0625,1.4889448881149292,,
2,959,,0.0625,1.4889448881149292,,
