iter	Logloss
709	0.2078418081
710	0.2076853097
711	0.2075650827
712	0.2073937226
713	0.2073098393
714	0.2071902023
715	0.2070382098
716	0.2069165621
717	0.2067668758
718	0.2066430512
719	0.206514563
720	0.2064486952
721	0.2063608411
722	0.2062497951
723	0.2061127049
724	0.2059813214
725	0.2058489597
726	0.2057449447
727	0.2056419642
728	0.2055763631
729	0.2054674167
730	0.2054113039
731	0.2053298303
732	0.20524117
733	0.2052136065
734	0.2051302593
735	0.2049956244
736	0.2049176694
737	0.2048059038
738	0.204693798
739	0.2045572084
740	0.2044520859
741	0.2043438032
742	0.2041967755
743	0.2040670203
744	0.2040052332
745	0.2039153821
746	0.2038245591
747	0.2036924394
748	0.2036175441
749	0.2034937856
750	0.2033975371
751	0.2033007771
752	0.2031882005
753	0.2031239911
754	0.2029960252
755	0.2028847715
756	0.2027973046
757	0.2026974745
758	0.2025523141
759	0.2024316729
760	0.202306982
761	0.2021781625
762	0.202067644
763	0.2019790017
764	0.2018673423
765	0.2017726277
766	0.2016454387
767	0.2015260104
768	0.2014512822
769	0.2013611369
770	0.2012631234
771	0.2011620741
772	0.2010088017
773	0.2008992647
774	0.2007611379
775	0.2006884229
776	0.2005634288
777	0.2004713159
778	0.2003601931
779	0.2002516711
780	0.2000887161
781	0.1999401705
782	0.199877497
783	0.1998218603
784	0.1996709243
785	0.1995787191
786	0.1994660248
787	0.1993308858
788	0.1992413366
789	0.199111804
790	0.199012622
791	0.1989301743
792	0.1988294998
793	0.1987103316
794	0.1985760808
795	0.1984636734
796	0.1982972607
797	0.1981522002
798	0.1980582984
799	0.1979248587
800	0.1978213596
801	0.1977236711
802	0.1976426556
803	0.1975337943
804	0.1974176796
805	0.1972787651
806	0.1972635677
807	0.1972017187
808	0.1971044818
809	0.1970206509
810	0.1968768449
811	0.1967661178
812	0.1966744066
813	0.1965269691
814	0.1964318334
815	0.1963323495
816	0.1962022267
817	0.1960991524
818	0.1959749008
819	0.1959059829
820	0.1957309936
821	0.1955998758
822	0.1954896035
823	0.1954248689
824	0.1953351046
825	0.1952357859
826	0.1951741665
827	0.1950724989
828	0.1949912118
829	0.1948922995
830	0.1948244465
831	0.1947134583
832	0.1945758188
833	0.1944950733
834	0.1943909139
835	0.1942952117
836	0.1941786099
837	0.1940099968
838	0.193930288
839	0.1938467747
840	0.1937596826
841	0.1936481348
842	0.1935430012
843	0.1934329886
844	0.193355698
845	0.1932249264
846	0.1931222685
847	0.1930234994
848	0.1929561293
849	0.1928526048
850	0.1927595035
851	0.1926845574
852	0.1925762488
853	0.1924928343
854	0.1923936062
855	0.1922651527
856	0.1921630447
857	0.1920779766
858	0.1919960647
859	0.1919073561
860	0.1917760174
861	0.1916518828
862	0.1915119223
863	0.1913837361
864	0.1912822429
865	0.1911835597
866	0.1910798679
867	0.1909652288
868	0.1908881891
869	0.1907828587
870	0.1907241678
871	0.1906054702
872	0.1904883779
873	0.1903734045
874	0.1902675895
875	0.1901479507
876	0.1900804046
877	0.1899511209
878	0.1898674141
879	0.1898004116
880	0.189653975
881	0.1895556244
882	0.1894683002
883	0.1893312515
884	0.189199501
885	0.1890783165
886	0.1889565048
887	0.1888402056
888	0.1886835073
889	0.1885734062
890	0.1884832414
891	0.1884181204
892	0.1883220133
893	0.1882343069
894	0.1880929562
895	0.1880149601
896	0.187939845
897	0.1878564268
898	0.1877625297
899	0.1876542951
900	0.187577018
901	0.1874849884
902	0.1874044234
903	0.1873468306
904	0.1872796905
905	0.1871848528
906	0.1871048969
907	0.1870176516
908	0.1869445006
909	0.1868626992
910	0.1867893611
911	0.1866926773
912	0.1865621916
913	0.1864884507
914	0.1864064927
915	0.1862908879
916	0.1861615908
917	0.1860742213
918	0.1859960184
919	0.1858896872
920	0.1858089392
921	0.1857248802
922	0.1856447256
923	0.1855191084
924	0.1853797968
925	0.1852782013
926	0.1852270653
927	0.185148698
928	0.1850735499
929	0.1849952342
930	0.1849039959
931	0.1847624896
932	0.1846692097
933	0.1845643277
934	0.1844800041
935	0.1843608266
936	0.184298311
937	0.1842120612
938	0.184116886
939	0.1840040597
940	0.1839428119
941	0.1839086186
942	0.183794189
943	0.1836933067
944	0.1836197817
945	0.183565322
946	0.1834641258
947	0.1834132536
948	0.1833109529
949	0.1831963873
950	0.1831209773
951	0.1830334135
952	0.1829647254
953	0.182837352
954	0.1828109548
955	0.1826856788
956	0.1826125713
957	0.1825647525
958	0.1824943024
959	0.1824210005
960	0.1823085923
961	0.1822275704
962	0.182131482
963	0.1819899127
964	0.1819269464
965	0.181823365
966	0.1817392903
967	0.1816674977
968	0.1815756035
969	0.1814931806
970	0.1814084985
971	0.1813473312
972	0.181280684
973	0.1811917151
974	0.1811397736
975	0.1810534087
976	0.1809594156
977	0.1808883497
978	0.1808380578
979	0.1806771658
980	0.1806626965
981	0.1805959678
982	0.1805707228
983	0.180455701
984	0.1803749439
985	0.1803118666
986	0.1802281541
987	0.1801669229
988	0.1800415197
989	0.1799599592
990	0.1798543909
991	0.179744428
992	0.1796628754
993	0.1795533737
994	0.1794465458
995	0.1793555729
996	0.1792636348
997	0.1791666328
998	0.1791153054
999	0.1790146729
