epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,9,,0.1875,1.3639448881149292,,
0,19,,0.3125,1.2389448881149292,,
0,29,,0.28125,1.2701948881149292,,
0,39,,0.4375,1.1139448881149292,,
0,49,,0.28125,1.2701948881149292,,
0,59,,0.1875,1.3639448881149292,,
0,69,,0.25,1.3014448881149292,,
0,79,,0.5625,0.988944947719574,,
0,89,,0.25,1.3014448881149292,,
0,99,,0.25,1.3014448881149292,,
0,109,,0.3125,1.2389448881149292,,
0,119,,0.28125,1.2701948881149292,,
0,129,,0.34375,1.2076948881149292,,
0,139,,0.3125,1.2389448881149292,,
0,149,,0.21875,1.3326948881149292,,
0,159,,0.34375,1.2076948881149292,,
0,169,,0.375,1.1764448881149292,,
0,179,,0.34375,1.2076948881149292,,
0,189,,0.21875,1.3326948881149292,,
0,199,,0.3125,1.2389448881149292,,
0,209,,0.3125,1.2389448881149292,,
0,219,,0.1875,1.3639448881149292,,
0,229,,0.15625,1.3951948881149292,,
0,239,,0.28125,1.2701948881149292,,
0,249,,0.3125,1.2389448881149292,,
0,259,,0.25,1.3014448881149292,,
0,269,,0.1875,1.3639448881149292,,
0,279,,0.40625,1.1451948881149292,,
0,289,,0.1875,1.3639448881149292,,
0,299,,0.40625,1.1451948881149292,,
0,309,,0.34375,1.2076948881149292,,
0,319,,0.1875,1.3639448881149292,,
0,327,,,,0.2827027142047882,1.2687422037124634
1,329,,0.28125,1.2701948881149292,,
1,339,,0.25,1.3014448881149292,,
1,349,,0.25,1.3014448881149292,,
1,359,,0.25,1.3014448881149292,,
1,369,,0.25,1.3014448881149292,,
1,379,,0.25,1.3014448881149292,,
1,389,,0.125,1.4264448881149292,,
1,399,,0.28125,1.2701948881149292,,
1,409,,0.28125,1.2701948881149292,,
1,419,,0.3125,1.2389448881149292,,
1,429,,0.375,1.1764448881149292,,
1,439,,0.28125,1.2701948881149292,,
1,449,,0.1875,1.3639448881149292,,
1,459,,0.25,1.3014448881149292,,
1,469,,0.15625,1.3951948881149292,,
1,479,,0.34375,1.2076948881149292,,
1,489,,0.21875,1.3326948881149292,,
1,499,,0.21875,1.3326948881149292,,
1,509,,0.21875,1.3326948881149292,,
1,519,,0.34375,1.2076948881149292,,
1,529,,0.25,1.3014448881149292,,
1,539,,0.34375,1.2076948881149292,,
1,549,,0.25,1.3014448881149292,,
1,559,,0.15625,1.3951948881149292,,
1,569,,0.25,1.3014448881149292,,
1,579,,0.3125,1.2389448881149292,,
1,589,,0.3125,1.2389448881149292,,
1,599,,0.1875,1.3639448881149292,,
1,609,,0.09375,1.4576948881149292,,
1,619,,0.3125,1.2389448881149292,,
1,629,,0.15625,1.3951948881149292,,
1,639,,0.34375,1.2076948881149292,,
1,649,,0.375,1.1764448881149292,,
1,655,,,,0.2827027142047882,1.2687422037124634
2,659,,0.3125,1.2389448881149292,,
2,669,,0.34375,1.2076948881149292,,
2,679,,0.46875,1.0826948881149292,,
2,689,,0.21875,1.3326948881149292,,
2,699,,0.25,1.3014448881149292,,
2,709,,0.3125,1.2389448881149292,,
2,719,,0.3125,1.2389448881149292,,
2,729,,0.375,1.1764448881149292,,
2,739,,0.28125,1.2701948881149292,,
2,749,,0.28125,1.2701948881149292,,
2,759,,0.34375,1.2076948881149292,,
2,769,,0.3125,1.2389448881149292,,
2,779,,0.25,1.3014448881149292,,
2,789,,0.3125,1.2389448881149292,,
2,799,,0.21875,1.3326948881149292,,
2,809,,0.28125,1.2701948881149292,,
2,819,,0.21875,1.3326948881149292,,
2,829,,0.1875,1.3639448881149292,,
2,839,,0.40625,1.1451948881149292,,
2,849,,0.375,1.1764448881149292,,
2,859,,0.25,1.3014448881149292,,
2,869,,0.25,1.3014448881149292,,
2,879,,0.28125,1.2701948881149292,,
2,889,,0.3125,1.2389448881149292,,
2,899,,0.28125,1.2701948881149292,,
2,909,,0.1875,1.3639448881149292,,
2,919,,0.21875,1.3326948881149292,,
2,929,,0.21875,1.3326948881149292,,
2,939,,0.28125,1.2701948881149292,,
2,949,,0.3125,1.2389448881149292,,
2,959,,0.1875,1.3639448881149292,,
2,969,,0.3125,1.2389448881149292,,
2,979,,0.34375,1.2076948881149292,,
2,983,,,,0.2827027142047882,1.2687422037124634
3,989,,0.21875,1.3326948881149292,,
3,999,,0.21875,1.3326948881149292,,
3,1009,,0.25,1.3014448881149292,,
3,1019,,0.375,1.1764448881149292,,
3,1029,,0.28125,1.2701948881149292,,
3,1039,,0.21875,1.3326948881149292,,
3,1049,,0.375,1.1764448881149292,,
3,1059,,0.34375,1.2076948881149292,,
3,1069,,0.28125,1.2701948881149292,,
3,1079,,0.28125,1.2701948881149292,,
3,1089,,0.3125,1.2389448881149292,,
3,1099,,0.21875,1.3326948881149292,,
3,1109,,0.25,1.3014448881149292,,
3,1119,,0.125,1.4264448881149292,,
3,1129,,0.3125,1.2389448881149292,,
3,1139,,0.34375,1.2076948881149292,,
3,1149,,0.25,1.3014448881149292,,
3,1159,,0.1875,1.3639448881149292,,
3,1169,,0.28125,1.2701948881149292,,
3,1179,,0.15625,1.3951948881149292,,
3,1189,,0.21875,1.3326948881149292,,
3,1199,,0.34375,1.2076948881149292,,
3,1209,,0.4375,1.1139448881149292,,
3,1219,,0.28125,1.2701948881149292,,
3,1229,,0.40625,1.1451948881149292,,
3,1239,,0.3125,1.2389448881149292,,
3,1249,,0.125,1.4264448881149292,,
3,1259,,0.125,1.4264448881149292,,
3,1269,,0.25,1.3014448881149292,,
3,1279,,0.34375,1.2076948881149292,,
3,1289,,0.21875,1.3326948881149292,,
3,1299,,0.28125,1.2701948881149292,,
3,1309,,0.34375,1.2076948881149292,,
3,1311,,,,0.2827027142047882,1.2687422037124634
4,1319,,0.4375,1.1139448881149292,,
4,1329,,0.375,1.1764448881149292,,
4,1339,,0.21875,1.3326948881149292,,
4,1349,,0.21875,1.3326948881149292,,
4,1359,,0.21875,1.3326948881149292,,
4,1369,,0.375,1.1764448881149292,,
4,1379,,0.3125,1.2389448881149292,,
4,1389,,0.3125,1.2389448881149292,,
4,1399,,0.375,1.1764448881149292,,
4,1409,,0.25,1.3014448881149292,,
4,1419,,0.3125,1.2389448881149292,,
4,1429,,0.1875,1.3639448881149292,,
4,1439,,0.4375,1.1139448881149292,,
4,1449,,0.125,1.4264448881149292,,
4,1459,,0.21875,1.3326948881149292,,
4,1469,,0.3125,1.2389448881149292,,
4,1479,,0.21875,1.3326948881149292,,
4,1489,,0.40625,1.1451948881149292,,
4,1499,,0.21875,1.3326948881149292,,
